,BOOKED
9229,0
21463,0
24738,0
32386,0
17147,0
48065,0
5688,0
27778,0
16766,0
4940,0
15307,0
47,0
52488,0
4209,0
45945,0
22511,0
8931,0
29711,1
4652,0
41874,0
36874,1
53806,0
23749,0
15761,1
26199,0
5574,0
5623,0
9585,0
27647,0
24247,0
49615,0
41372,1
34105,0
11675,1
9872,0
46451,0
16087,0
46317,0
27012,0
25670,0
18934,0
30657,0
8086,1
25955,0
50023,0
7510,0
48544,0
17329,0
48318,0
31873,0
43663,1
34737,1
46577,1
10470,0
50625,0
39176,0
51482,0
50700,0
10111,0
23500,1
35246,1
1326,0
35138,0
15671,0
53763,0
50694,0
26127,1
53213,0
53028,0
35867,0
27864,0
14180,0
16955,0
48361,0
48548,0
32251,0
28704,0
48921,0
29240,0
23139,1
31302,0
46124,0
20997,0
35190,0
8922,0
21455,0
29730,0
49234,0
21714,0
31349,0
50007,0
47828,1
43974,1
42197,0
12829,0
54605,0
16694,1
41535,1
31702,1
8796,0
14163,1
50681,1
21396,0
45225,0
35024,0
12823,0
14743,0
13176,0
20878,0
24713,1
7411,0
47231,0
44001,0
29640,0
38414,0
3613,0
292,0
42451,0
50199,0
43887,0
31330,0
41749,1
27549,0
486,0
37030,0
43866,0
20238,0
37018,0
49820,1
38110,0
36078,0
47234,0
52493,0
50310,0
13976,0
47131,0
10714,0
54614,0
11951,0
36807,0
30168,0
22171,0
32064,1
53134,0
24831,0
23498,0
18184,0
39724,0
19283,0
23284,0
49839,0
45829,1
39415,0
30728,0
45528,1
24229,0
27886,1
28482,0
51702,1
41169,0
18388,0
26225,0
23864,0
37992,0
37955,0
50489,0
49806,0
47389,0
15462,0
40755,0
24641,1
22217,0
15656,1
38204,0
33721,0
2353,1
44014,0
18134,0
46610,0
36235,0
15421,1
52579,0
10759,0
54460,0
36669,0
17801,0
40022,0
47146,0
45420,0
49346,0
14753,0
51527,0
6899,0
30110,0
3141,0
20653,0
998,0
13725,0
46470,0
53424,0
16204,0
35126,0
40485,0
49579,0
41534,1
33966,0
19549,0
40603,0
26163,0
43122,0
53418,0
40185,1
33516,0
40725,1
30397,0
27223,0
13236,0
13951,0
330,0
45794,1
9436,0
24024,0
33975,0
36577,0
36922,0
54132,0
31949,0
52736,1
53001,0
35302,0
34104,0
52913,0
2677,0
36391,0
53528,0
10341,1
3499,0
9914,1
16736,1
645,0
36436,0
11860,0
24202,0
45050,1
44359,0
9607,0
42109,0
2098,0
18833,1
4697,0
30863,1
31438,0
52139,0
47856,0
21368,0
28379,0
24011,0
9202,1
3130,0
467,1
950,0
15512,0
15232,0
46041,0
43138,0
22777,0
47016,1
25407,0
24912,0
35364,0
7622,0
41963,1
18337,0
22824,0
45347,0
963,1
33264,0
20188,0
16474,1
53709,0
25358,0
45047,0
12926,1
54347,0
47897,0
23636,1
818,1
9074,1
240,0
43053,0
35958,0
43089,1
50296,0
22418,0
28509,0
17171,0
35171,1
46281,0
19309,1
4586,0
24357,0
6600,0
47582,0
1466,0
33949,1
34387,0
49817,0
18141,1
28109,0
11197,0
15763,0
29989,1
53915,0
54491,0
46539,1
51137,0
52521,0
44482,0
44360,0
22457,0
44510,1
31375,1
24966,1
53734,0
3659,0
10170,0
29782,0
49858,0
25825,0
36935,0
25760,0
4008,0
42643,0
36583,0
42101,0
32764,0
31158,0
43589,0
34246,1
27211,0
17467,0
48861,0
7288,0
24048,0
54077,0
38496,0
44946,0
19707,0
1363,0
31716,0
6577,0
21653,1
4777,0
42054,0
46215,0
51315,0
1682,0
1655,0
27512,0
1770,0
37909,0
9649,0
2856,0
25688,0
4589,0
28943,1
9823,0
6472,0
50477,1
10770,0
52932,0
38089,0
53937,1
37671,0
6023,0
24724,0
49307,0
28378,0
2540,0
40789,0
53854,0
34939,0
34694,0
9667,0
14145,0
25053,0
3723,0
42166,0
16138,0
33899,0
39368,0
15734,0
24870,0
2753,0
9430,1
28771,0
13786,0
53764,1
6294,1
20406,0
17312,1
26282,0
26398,1
48909,0
4171,0
32156,0
53509,0
9307,0
44263,0
35995,0
26082,0
13270,0
9931,1
5364,0
2697,0
46939,0
24007,1
27786,0
45031,0
23193,0
15793,0
22900,0
16279,0
16409,0
25462,0
12137,0
54784,1
41847,0
44763,0
42490,0
29800,0
12603,0
23658,0
48589,0
16620,0
27224,0
31483,0
20786,0
11877,0
21008,0
53205,0
35229,0
29097,1
28461,0
9445,0
21615,0
54045,0
1570,0
46518,1
53025,0
16948,0
48365,1
4208,0
41113,1
53615,0
30510,0
1755,0
53524,0
2766,0
31685,0
46384,0
31512,0
53655,1
2858,1
42091,1
14393,0
42998,0
9070,0
24350,0
34069,0
3837,1
45147,0
9044,1
26170,0
45670,0
17797,1
34009,1
5027,0
4245,1
16295,1
4393,0
50240,0
30721,0
14854,0
47613,1
32343,0
42791,1
7814,0
2386,0
6983,0
46488,0
27385,1
42813,0
30436,0
19717,0
24318,0
2741,1
17840,0
11235,1
41476,0
38506,0
10401,0
44661,0
33395,0
26056,0
8957,0
42900,0
14299,0
41339,0
24822,0
53312,0
18113,0
50409,0
18941,1
51386,0
11969,1
3080,0
23400,1
16495,0
27687,0
8972,0
30173,0
15168,0
47187,0
31260,0
52759,0
17681,0
54445,1
53337,0
14516,0
12820,0
30430,0
55251,0
34906,0
3548,0
3778,0
37201,0
1227,0
25683,0
19618,0
25119,0
38841,0
14582,0
44590,0
3627,0
14837,0
4291,1
44201,0
31498,0
11754,0
45293,0
34675,0
33040,0
49796,0
29812,0
50353,0
2304,0
29627,0
7902,0
1697,0
19287,0
38550,0
38310,0
31432,1
52565,0
35347,0
39910,0
13295,1
14429,0
807,1
16616,0
55003,0
28313,0
8780,0
6297,1
20412,0
13787,0
20378,0
23581,1
3089,0
31939,0
51475,1
51038,0
44202,1
28753,0
9009,0
34114,0
31562,0
33179,0
21190,0
23206,0
52760,0
16103,0
40935,1
31747,0
10297,0
9976,0
20823,0
4713,0
43240,0
32560,0
41405,0
9033,1
36685,0
53702,0
12757,0
52641,0
17858,0
7397,1
7011,0
41364,0
28928,0
16311,0
7335,0
14460,1
16033,0
26954,1
53673,0
54084,0
13174,0
8459,0
37547,0
30570,1
50624,0
35625,1
32341,0
11524,0
20145,0
25584,0
14072,0
7696,0
51123,0
12725,0
33078,0
51075,0
762,1
17869,0
46580,0
41188,0
41598,0
27688,0
5392,0
48683,0
41145,0
42708,1
47164,0
32596,1
41882,0
39603,0
35723,0
49120,1
40368,0
43639,0
7360,0
46538,0
29555,0
52547,0
18766,0
51142,0
5428,0
20935,0
28796,0
25820,0
32605,0
23851,0
820,0
19306,0
52896,0
46175,0
32798,1
880,0
11521,0
25708,0
34516,1
25113,1
15053,1
39831,1
16504,0
26609,0
38669,0
3852,0
4807,1
33728,1
53325,0
27600,0
42403,0
7740,0
43609,0
20777,0
22996,0
24686,0
44514,0
20003,0
33394,0
26820,0
26042,1
19772,0
16533,0
29760,0
47198,1
23590,0
41015,0
13304,0
41895,0
7101,0
26719,0
27412,0
12126,0
6168,0
29302,0
11512,0
13865,0
47360,0
43329,0
46913,0
14331,0
53050,0
50171,1
10278,0
34871,0
25016,0
44829,0
45266,1
8175,0
42362,0
7155,0
25864,0
21026,0
25566,0
41226,0
9628,1
40730,0
21939,1
26278,1
29011,0
37679,1
9517,0
19573,0
42656,1
50819,0
54872,0
53155,0
29035,0
50299,0
9360,0
14630,0
10542,0
41945,0
39200,0
47661,0
33847,0
28877,0
10415,0
51444,0
29647,0
40397,0
55104,0
27023,0
23898,0
51436,0
31079,0
47581,0
42212,0
36732,1
15276,0
31630,0
33589,1
2433,0
35594,0
15812,0
40916,1
48781,1
8225,0
47179,0
4150,0
44802,0
40440,0
33858,1
12499,0
29329,0
16373,0
16200,0
40364,0
2597,0
51034,1
37269,0
1330,0
1568,0
35117,0
34542,0
16832,0
2120,0
19329,1
1243,0
236,0
7448,0
28839,1
32635,0
49503,1
31241,0
46717,0
43766,0
14174,0
5535,0
22782,0
31546,0
12210,0
35597,0
32143,0
38065,0
23254,0
11980,0
50939,0
37735,0
25032,0
49407,0
39422,0
219,0
11766,0
14655,0
1020,0
8413,0
27728,0
11658,0
42279,0
47035,0
55105,0
149,0
6158,0
524,0
17622,1
3124,0
55178,0
51027,0
8040,0
24347,0
45833,0
42105,0
10482,0
4241,0
52855,0
18201,0
32004,0
20469,0
14371,0
34013,0
21649,0
30099,0
7294,0
8300,0
11884,0
37175,0
41038,0
12792,0
13695,0
23975,0
44468,0
12469,1
17274,0
38652,0
19814,0
49468,1
19443,0
2688,0
49385,0
42429,0
38343,0
43109,0
34556,0
31318,0
23984,0
43788,1
20936,0
3861,0
37657,0
7113,1
20479,0
20685,0
17406,0
53823,0
21938,0
15942,0
22362,0
42953,0
1822,0
32921,0
45028,0
41069,0
5717,0
33918,0
34482,1
13583,0
16305,0
22822,0
8773,0
31004,0
1133,0
7738,0
35035,0
34762,0
44817,0
8237,1
29939,0
27643,0
53736,0
36326,0
54555,0
35188,1
25686,1
51496,0
21207,0
22866,0
46710,0
30243,1
47812,1
5685,0
8455,0
41597,0
9072,0
10710,0
36907,0
44860,0
51532,1
24213,0
8843,0
37674,1
4006,0
17550,0
18665,0
48916,1
50398,0
35881,0
25437,0
32404,0
9100,0
41539,0
45411,0
26026,0
9465,0
33053,0
4889,0
4543,0
599,0
18561,0
51225,1
30,0
47522,0
33374,0
42828,1
52081,0
13302,0
24234,0
48793,1
50009,0
17528,0
12908,0
18853,0
34988,0
14103,0
6961,0
14253,0
3189,1
5929,1
32524,0
18482,0
27112,0
27731,0
18061,0
44473,1
50256,0
16717,0
49199,0
16262,0
54652,0
28199,0
20162,0
41752,0
40461,0
49896,0
42182,0
6054,0
16427,1
25111,0
4779,0
16811,0
41521,1
14600,0
32460,0
12016,0
55101,0
22324,1
20372,0
37916,0
46966,0
46012,0
52259,0
45222,1
38839,1
53871,0
26911,1
45706,0
42722,0
50551,0
33246,0
44175,0
33967,0
51513,0
10835,0
4133,0
6159,1
15940,0
26144,0
37610,0
1000,0
31443,0
111,0
48744,0
9029,0
10622,0
46035,0
17087,0
37293,0
27372,0
9984,0
42123,0
32022,0
2882,0
55159,0
10437,1
29098,0
29480,0
5086,0
33798,0
12521,0
5051,0
33097,0
9493,0
26603,1
23935,0
50290,1
16988,0
22291,0
25569,0
37384,0
4433,0
13090,0
5762,0
40034,0
51300,1
5354,0
50668,0
33241,0
16443,0
13888,0
45834,0
44887,0
48091,0
7849,0
32168,0
21344,1
29161,0
1973,0
15352,0
51012,0
20106,0
37457,0
30532,0
43975,0
28130,0
918,0
4638,0
21552,0
41676,0
495,0
43830,0
15117,0
38390,0
15892,1
13197,0
3074,0
12311,1
37925,0
30421,0
26923,0
13953,0
31859,0
44874,0
27383,0
30116,0
22383,0
46173,0
44459,1
20804,0
52558,1
31565,1
36971,0
44119,1
25020,0
51011,0
49456,0
11477,0
26633,1
13945,0
28353,0
34315,0
45485,0
32668,0
34223,0
13864,0
15788,1
25954,0
19823,0
48331,0
37168,0
6348,1
15701,0
3376,0
62,0
30336,0
21831,0
31819,0
12151,0
6209,0
13629,0
9453,1
53277,0
17296,0
36768,0
18548,0
22013,0
11105,1
49799,0
17286,0
40578,0
54356,0
40805,0
7687,1
35853,0
2915,0
938,0
34045,0
23737,0
49835,0
5256,0
50908,0
47698,0
39965,1
7927,0
24550,0
47401,1
1121,0
6553,0
9377,0
50813,0
39582,0
51508,0
38149,0
20482,0
25546,0
52143,0
19337,0
25645,1
27633,1
6978,0
12038,0
5369,0
33630,1
139,0
9201,0
30972,1
45959,0
35722,0
55247,1
28781,0
8683,1
5555,1
40352,0
841,0
27126,0
44651,0
47729,0
3692,0
18885,1
7785,0
28457,0
20211,0
33784,1
13154,0
23213,0
27991,0
13495,0
21148,0
52,0
32446,0
49425,0
538,0
52519,0
37581,0
35968,0
50116,0
44345,0
31626,1
55074,0
47012,0
35764,0
5389,0
43306,0
3133,1
10986,0
10764,0
25135,0
33481,0
37993,0
40989,0
7450,0
18313,0
53430,0
46349,0
6711,0
28553,0
15981,0
7598,0
12542,0
9189,0
50324,0
37480,0
35844,0
44840,0
25497,1
35564,0
40524,0
8776,0
44072,1
52923,0
33143,0
43687,0
37641,0
49256,0
6146,1
1576,0
11320,0
25876,1
29143,0
51978,0
28304,0
30374,1
28979,0
51329,0
32915,0
12320,0
42706,0
26045,0
22082,0
22390,1
11308,0
7989,0
44561,0
45737,0
32799,0
2289,0
31359,0
4315,1
8695,0
17602,0
683,0
33945,1
7863,0
45316,0
45355,0
9349,1
15558,0
23506,0
34146,1
44629,1
23415,0
41603,0
14685,0
15834,0
44492,0
48380,0
18786,0
15805,0
5763,0
31457,0
44723,0
41630,0
40202,0
38320,0
42519,0
34589,0
12417,1
53730,0
53363,0
38843,0
48543,0
33415,0
55223,0
4045,1
7295,0
54620,0
50208,0
7519,0
2040,0
7683,0
38980,0
51418,0
51764,0
9124,0
9297,0
37723,0
36220,0
18653,0
36,0
40617,0
36227,1
23390,1
638,0
30458,0
6671,1
5173,0
30929,0
33663,0
51168,0
23326,0
7119,0
18085,0
46346,1
17330,0
25744,1
11815,1
42153,1
12033,0
48109,0
48116,0
15319,0
68,0
8605,0
31730,0
35478,0
24985,1
34459,0
26776,1
7102,0
21427,0
12779,0
9104,0
10299,0
17583,0
7915,0
3151,0
16238,0
21016,0
53097,0
13249,0
38289,0
22977,0
34483,0
16660,0
9958,0
48615,0
16401,1
16673,0
2992,0
52601,0
38202,1
37947,0
38043,0
48190,0
8836,0
46942,0
26251,0
31450,0
36307,0
27324,0
7302,0
10407,0
2809,0
28534,0
2673,0
48275,0
41159,0
29386,0
46760,0
49811,0
36637,0
47017,0
21061,0
27403,0
22266,0
53003,1
50684,0
15584,0
23592,0
54907,0
11193,0
3443,1
34232,0
44549,0
38346,0
53755,0
43911,0
48783,0
20046,1
49388,0
30230,1
12738,0
17510,1
8943,0
33324,0
27956,0
53643,0
10980,0
12579,1
23404,0
38758,0
42780,0
23869,0
21864,0
28617,0
12124,0
20177,0
5769,0
27499,0
5204,0
51314,0
5647,0
52707,0
31997,0
17341,0
22852,0
24919,0
12270,0
49729,0
50755,0
2355,0
25054,0
28157,0
27707,0
32788,0
10340,0
5022,0
7200,0
10509,1
32068,0
48286,0
27064,0
51349,0
35426,0
40831,0
47941,0
30993,0
24242,0
13609,0
24031,0
36684,0
4302,1
19597,0
31561,1
1846,0
34773,0
52935,0
41972,0
46524,0
50186,0
17466,0
47701,0
5466,1
31750,0
48339,0
54699,0
42929,1
21137,1
14774,0
16269,0
38091,1
27878,1
37964,0
6448,0
32830,0
42175,1
43384,0
35698,0
34788,0
4233,0
41592,0
53032,1
46794,0
9000,0
19828,0
11257,0
43567,0
30185,0
50667,1
53857,1
21698,0
20049,0
41540,0
24105,0
40534,0
49609,0
54656,1
36609,0
4912,0
54801,0
38782,1
31210,0
17158,0
51789,0
38744,1
1393,1
18382,0
16387,0
22767,0
11902,0
23700,0
23550,0
13540,0
3557,1
18876,0
22840,0
7228,0
41017,0
15084,0
16686,1
23999,1
19896,0
15848,0
18368,1
20831,0
9688,0
2608,0
20903,1
52290,0
32888,0
25498,0
14823,0
46600,0
3641,0
10364,0
40246,0
29992,0
22727,1
11200,0
45441,0
21665,0
16555,0
54097,0
20073,1
49740,0
8115,1
9186,0
31597,0
632,0
35114,0
54706,0
22290,0
4861,0
40828,0
15550,0
3247,0
7883,0
46471,0
35930,0
19237,0
35365,0
18022,0
22969,0
35674,0
1731,1
18850,1
19175,0
15353,1
26458,0
21431,0
25196,1
14936,0
42329,1
36526,0
14808,0
31530,0
6745,0
37274,0
11039,0
28845,0
13547,0
51723,0
40783,0
14660,0
51076,0
36281,0
36447,1
46695,0
11599,0
11394,0
48877,0
22379,0
251,0
8423,0
49438,0
37379,0
995,0
53250,0
29213,0
19876,0
33116,0
11496,0
19159,0
38733,0
25390,0
30293,0
8890,0
24189,0
15925,0
15528,0
8395,0
2202,0
20137,0
43849,0
12825,0
5400,1
21735,0
40464,0
35267,0
11485,1
48413,0
8091,0
12585,0
28681,0
49283,0
24717,1
54703,0
17479,0
9075,0
3662,1
31932,0
53243,0
28120,0
40405,0
15730,0
48505,0
33090,0
22392,0
49310,0
19767,1
47611,0
40609,0
13233,1
15061,0
22107,1
9231,0
51183,0
14517,0
51741,0
5206,0
43081,0
54074,0
45592,1
26721,1
43557,0
19620,0
48534,0
53767,0
36718,0
36127,0
23442,0
2176,1
27979,0
17782,0
48368,0
54604,0
34797,0
43896,0
34479,0
37814,0
25134,0
49596,0
36842,0
39338,0
30214,0
33450,0
27082,0
51838,1
39624,1
19956,0
4935,0
4107,0
34021,0
8733,0
40939,0
6196,0
38894,0
53402,0
17926,1
54722,0
46499,0
38311,0
9807,1
232,0
52261,0
49232,0
52779,0
3834,0
44448,0
15112,0
20887,0
52856,0
31850,0
20509,0
12932,1
34506,0
52631,1
30739,0
25037,0
42902,0
48020,0
9818,0
4617,0
51245,0
3131,0
16426,0
20194,1
24329,0
9737,1
31175,0
6116,0
25178,0
16572,0
47838,0
3069,0
17968,0
10094,0
7413,0
47743,0
18014,0
53970,0
37541,0
8720,0
11780,0
2601,0
23511,0
50981,0
18684,0
26262,0
26348,0
17860,0
3771,0
28192,0
29919,0
41948,0
38985,0
31670,0
45198,0
14295,0
6007,1
7244,0
29872,0
18341,0
380,1
30999,0
23331,0
13488,0
6799,0
31719,0
46207,1
567,0
9801,1
28411,0
11279,0
31735,0
53130,0
40253,1
37783,1
30582,0
14322,1
1628,0
16530,0
23911,1
18631,0
38540,0
35856,0
37106,1
35613,0
46977,1
36240,0
21776,0
33112,0
31787,0
13129,0
36616,0
25924,0
33926,0
46902,0
25272,0
15855,1
40731,1
51143,0
1474,0
23042,0
22546,0
43319,1
3488,0
40580,1
13684,0
39833,0
24412,0
36192,0
43200,0
31953,0
1701,0
46828,0
17670,0
52413,0
42928,0
29704,0
35957,0
18234,0
11261,0
4438,0
8047,1
5198,0
24935,0
28364,0
44966,0
10508,0
50817,0
20307,0
31026,1
48272,0
27777,0
13254,0
24032,0
34084,0
23748,0
27504,0
47909,0
20128,0
49046,0
6602,0
24460,1
38657,1
12547,0
43307,0
18442,0
5809,0
24736,1
16263,0
22948,0
40219,0
5752,0
31774,0
19150,1
32123,1
10475,0
38919,1
39657,0
7628,0
6318,0
14786,0
3260,0
26894,0
18098,1
38820,0
20876,0
32117,0
33680,0
48908,1
10532,0
39676,0
25486,0
13584,0
53975,0
39091,0
51530,0
581,0
41545,0
11137,0
3664,0
7996,0
50445,0
51409,0
7172,0
38392,1
33811,0
42655,0
30773,0
9827,1
43998,0
50834,0
24041,0
33909,0
25128,0
29707,1
7532,0
43025,0
4919,0
15565,1
3747,0
51781,0
6024,0
16199,0
45971,1
26138,1
18969,0
6625,0
29855,0
21907,0
2481,0
27693,0
54047,0
43767,0
9754,0
24053,0
38261,0
48737,0
23265,0
6238,0
17535,0
12778,0
26846,0
20756,1
37121,0
29294,0
26942,0
5479,0
38819,0
29233,0
40277,0
47730,0
2917,0
18646,0
294,0
38224,0
36984,1
7805,0
18588,0
51206,0
27200,0
41861,0
35679,0
20473,0
40345,0
26011,1
54792,0
8078,0
17903,0
34982,0
32367,0
26515,1
29477,0
32299,0
25287,0
28688,0
46544,0
4269,0
26772,1
15770,0
49650,0
18844,0
16752,0
13643,0
40619,1
5443,0
46870,0
45367,0
5775,0
43554,1
28391,0
51965,1
51184,0
10228,0
29854,0
48582,0
43139,0
11080,0
6888,0
6064,0
34943,1
45778,0
1054,0
54015,0
45608,0
11172,0
52433,0
5795,0
35386,0
50965,0
28207,0
4043,0
37930,0
27281,1
30124,1
35271,0
35811,0
20018,0
45705,0
20109,0
54297,0
4726,0
36942,0
24808,1
1678,0
24959,0
50689,0
24811,0
36843,1
11912,0
8069,0
39869,0
53762,0
17665,1
51933,1
13,0
46825,0
29670,0
38325,0
48709,0
3321,0
49664,0
37902,1
24577,1
28709,0
48498,1
13980,0
15042,0
36742,0
15693,0
49637,0
15825,0
18620,0
39496,1
42703,0
21290,0
5844,0
36035,0
23833,1
20431,1
5686,0
22027,0
39259,0
31675,0
3205,0
21846,0
47176,0
49413,0
45843,0
45858,0
39448,0
144,0
607,1
51400,1
47286,0
15973,1
17368,0
6884,1
21343,1
29182,0
50420,0
16442,0
43446,0
22631,0
3544,0
9287,1
51743,0
22267,1
41714,0
8855,0
21140,0
7034,0
47290,0
53745,0
31942,0
52509,1
31425,0
55153,0
5800,0
32950,0
52741,0
31487,0
4657,1
48245,0
28818,1
35480,1
32481,0
20945,0
14138,0
25290,0
8965,0
26260,0
47782,0
46016,0
10866,0
52842,0
50026,0
53378,1
43154,1
42075,0
47529,0
28288,0
39033,0
52084,0
33992,0
15134,0
14076,0
9250,0
34247,0
28842,0
4640,0
2821,1
2940,0
43904,0
22086,0
24503,0
46584,0
39525,0
41657,0
40224,0
53631,0
44582,0
53376,0
693,0
1765,0
30482,0
7684,0
6858,0
25873,0
48195,1
39110,0
49759,0
50486,0
2763,0
36295,0
3217,1
7862,0
10983,0
3949,0
13845,0
47019,0
17450,0
4324,0
2859,0
34054,0
26353,0
7541,1
5073,0
1722,0
25782,0
31825,0
42914,0
47680,0
26004,0
51525,0
35615,0
13207,0
51710,0
26165,0
9103,0
36206,0
49369,0
15291,0
23699,0
47505,0
37128,0
3863,0
17932,0
16675,1
50832,0
20699,0
10355,1
28560,0
21184,0
21692,0
52198,0
21922,0
9153,0
43472,0
9324,0
47893,1
36010,0
23338,0
10354,0
16662,0
8507,0
43569,1
36027,0
7068,0
34724,1
54534,0
8367,0
53727,0
16967,0
8101,0
10453,0
42043,0
28662,0
16134,1
35735,0
47744,1
26010,1
22218,0
50413,0
48517,0
38606,0
38100,0
29422,0
32199,0
43696,0
13310,0
12730,0
180,0
9552,0
16152,0
22907,0
4044,0
42807,0
5996,0
31348,0
12672,1
4668,0
10163,0
4550,1
39918,0
11845,0
54861,0
21680,0
15007,0
21170,1
49604,0
16668,0
11450,0
8487,1
47875,0
27787,0
12294,1
26948,1
11025,0
34640,0
19705,0
37765,0
13095,0
22287,0
18183,0
2729,0
2144,0
22939,0
40627,0
52158,0
46691,0
22069,0
9205,1
39970,0
28095,0
27457,0
9193,0
39689,0
43509,0
12536,1
5487,0
641,0
45932,0
18601,0
31025,0
51575,0
34929,0
20694,0
13100,0
7800,0
19959,0
35348,0
30782,1
9606,0
3704,1
33525,1
13575,0
16951,0
45522,0
29542,0
29056,0
20416,0
29488,0
47833,0
32690,0
24653,0
11516,0
477,0
39157,0
44117,0
52361,0
17511,0
5783,0
53801,0
25900,0
36802,0
5332,0
47652,0
30345,0
7967,0
13378,1
42927,0
53598,0
45817,0
8281,0
52849,0
28158,0
4261,1
37877,1
10685,0
18016,0
25831,0
46778,0
29756,0
37839,0
38006,0
40816,0
2701,0
7229,0
43449,0
31305,0
689,0
28809,0
48894,0
51089,1
47392,0
44067,0
28705,0
25040,0
19218,0
19334,0
23378,0
18966,0
34684,0
11614,0
38407,0
30407,0
32686,0
27451,0
54390,1
29606,0
47561,0
48399,0
27511,0
8645,0
50636,0
35912,1
51051,0
33015,1
52287,0
37535,0
17683,0
12168,0
34567,0
43190,0
2588,0
7023,0
32137,0
52713,1
50632,0
35473,1
54458,0
39460,0
44970,0
15677,1
52771,0
26885,0
12251,0
41002,0
31701,0
47936,1
24703,0
2381,0
1908,1
25328,0
19609,0
27003,0
29315,0
8674,0
45557,0
7853,0
25567,0
10877,1
15958,0
48963,0
38454,0
17079,0
40018,0
46493,0
27608,0
31554,1
1814,0
11694,0
15198,0
37159,0
17628,0
22803,0
47706,1
10339,0
15065,0
39981,0
33104,0
28566,0
13083,0
26147,0
46651,0
9715,0
22954,1
53245,1
13232,0
15363,0
49970,0
14806,0
15826,0
7458,0
33258,0
50962,0
38192,0
46126,0
10139,0
48859,0
32589,0
33751,0
16043,1
54271,0
7056,1
47806,0
11277,0
12401,0
1602,0
24488,0
37873,1
18496,0
38788,0
5331,0
24739,0
6912,0
49405,0
53253,0
38357,0
2201,1
19248,0
10049,0
51983,0
18957,0
45941,0
8329,0
12812,0
53611,0
44255,0
34647,0
27389,0
46337,0
5833,0
30563,0
24289,0
19918,0
14220,0
22122,0
23919,0
875,0
13037,0
1621,0
39737,0
51081,1
22752,0
31846,0
36568,0
9946,0
52098,0
31934,1
24672,0
19714,0
924,0
29028,0
31192,0
1976,0
32396,0
14032,0
15496,1
27464,0
48106,0
38571,0
23757,0
49570,0
35562,0
2714,1
48686,0
42505,1
6827,0
1736,0
11206,0
34572,0
47759,0
2695,0
38807,0
32531,0
41091,0
26946,0
3269,0
39488,0
17276,0
47028,0
17404,0
26485,0
30848,1
22388,0
54661,0
26211,0
38757,0
17278,0
30566,0
13153,0
21355,0
52200,0
9432,0
10855,0
45294,0
36805,0
34098,0
20583,0
31905,1
9575,0
3155,0
33162,1
25836,0
39908,0
50769,0
49108,0
18818,0
50891,0
34458,0
21277,0
50379,0
45444,0
33059,0
54201,0
45732,0
32687,0
19322,0
7752,0
34923,0
5338,0
34644,0
30078,0
116,0
26361,0
14355,0
32238,0
33928,0
11832,0
5945,0
31428,0
36007,0
22301,1
23532,0
25842,0
40921,0
36264,0
49991,0
2325,0
18474,0
54741,0
1380,0
11454,0
15627,0
13736,0
23834,0
1112,0
29366,0
10693,0
24728,0
14404,0
38378,0
43092,0
52082,0
18644,0
41686,0
20708,0
36017,1
50340,0
54599,0
42806,0
53123,0
14,0
41614,0
28060,0
14228,1
33786,0
51819,0
53570,0
30731,0
23149,1
36055,0
4073,1
28088,0
40901,0
29637,0
13456,0
50530,0
24760,0
42625,0
13780,0
46394,0
20912,0
5808,0
94,0
44447,0
12363,0
3023,0
48135,1
54978,1
49918,0
11535,0
27209,0
7612,1
49073,0
20134,1
3830,0
28315,0
34828,0
19687,0
26526,1
20216,0
48002,0
1714,0
23071,0
44562,1
8180,0
24899,1
13169,1
20710,0
49507,0
12300,0
5411,1
35449,0
27184,0
33999,0
15247,0
36864,0
44975,0
34893,0
13676,0
48142,1
17704,0
41726,0
484,0
22502,0
9965,0
22114,0
39068,1
8527,0
35231,0
47129,0
3752,0
30392,0
167,0
49091,0
9037,0
554,0
3320,0
23348,0
46387,0
23004,0
2879,0
6002,0
23958,0
32127,0
29136,0
31522,0
51597,1
38984,0
45431,0
38061,0
5322,1
22665,1
25609,1
32336,0
28480,0
6648,0
48795,0
20231,0
972,1
24101,0
26444,0
6325,0
22944,0
7705,0
41351,1
46326,0
17760,0
24761,0
22210,0
46449,0
32093,0
13460,0
6195,0
31015,0
39787,0
31391,0
52103,1
39710,0
8664,0
16091,1
14260,0
29089,0
40381,0
2973,1
49651,0
29418,0
40392,0
47834,0
43038,1
9008,0
54751,0
15131,0
18043,0
5043,0
23535,1
2275,0
17200,0
27946,1
9709,0
45230,0
21561,0
15652,1
12535,0
35715,0
23813,0
36477,0
38808,0
39016,0
500,0
2959,0
16992,0
40703,0
35555,1
48180,0
36997,0
29970,0
35904,0
39922,0
4189,0
10680,0
43178,0
53584,1
14249,0
5463,0
16252,0
26510,0
36114,0
7880,0
48385,0
20570,1
43666,0
25745,0
9399,0
7664,1
41505,0
34042,0
11132,0
33292,0
44403,0
42971,0
40799,0
33935,0
52635,0
41644,1
18288,1
40184,1
4810,0
37142,0
16997,0
4334,0
17771,0
37107,0
19900,0
26752,0
31098,0
4468,0
20057,1
37049,0
33466,1
1709,1
52002,0
22770,0
30917,0
18590,1
6776,1
37426,0
50005,0
1803,0
32344,0
23129,0
4655,0
28581,0
43088,0
35007,0
47580,1
36006,0
42833,1
53474,0
44445,0
43375,0
4743,0
32609,0
24871,1
34757,0
5822,0
1920,0
10293,0
10736,0
11309,0
49551,0
